PA,BC,DE,FG,HI,JK,LM,NO,person_id
5.287047828013979,5.570860642115573,5.743482198145226,5.703793148826412,5.4750427909682315,5.1912299668125375,5.018608394741274,5.0582974539218934,42
4.07262674669337,4.297840311507255,4.940862699639077,5.625020104374599,5.949542410368464,5.72432882590392,5.081306448651296,4.397149044271256,43
5.563186453069486,5.406896561898069,5.477940074140556,5.734700650427571,6.0267714402853905,6.183061328032972,6.112017828641685,5.85525724024238,44
4.93677276677283,4.747717708658531,4.850289142312703,5.184402132772395,5.554337787060103,5.743392838625392,5.640821386525126,5.306708400357745,45
4.566895491005252,4.663375438229823,4.699966889434549,4.655235056245243,4.555383246276663,4.45890330858319,4.422311877233064,4.467043696098314,46
5.925514172442353,6.436744945005372,6.79847233689421,6.798801380786416,6.437539313725815,5.926308551049005,5.5645811550913,5.5642521107914344,47
5.652026343643868,5.788485512169352,5.77848957202105,5.627894005818087,5.424915665392846,5.288456473593534,5.298452421835568,5.449047999318924,48
6.596877139335414,6.526556633159659,6.617680789976619,6.816870293263525,7.007442646789438,7.077763150073483,6.986639010819499,6.787449488176081,49
4.903194341136212,5.302466262545918,6.394257015652567,7.539010417283691,8.066145423463507,7.6668735150364205,6.575082755715432,5.430329366989996,50
6.137342293904218,6.05641282681647,5.964539028610196,5.915539347005206,5.938117102862566,6.019046565288234,6.110920344543809,6.15992003042583,51
3.7802907127102756,4.06492408021135,4.072700687303027,3.799065126175341,3.4043093822767423,3.119676006910292,3.1118993841176144,3.385534970848763,52
5.6779311593699555,5.162216116127342,4.613178190746264,4.352436386941687,4.5327296643490955,5.048444701898586,5.597482600968175,5.858224420702032,53
4.5864844928927235,4.44585689451727,4.533771136125305,4.798728214058639,5.085519876959365,5.2261474844209515,5.1382332614050235,4.873276169657237,54
3.4669953849398323,3.4120082380417753,3.4045202496461457,3.4489177863546465,3.519193357855058,3.5741805029064286,3.581668482756558,3.537270956570148,55
4.890220153722904,4.244595245812284,4.07582017719981,4.4827610698806675,5.227037495786419,5.872662407368556,6.041437481532128,5.634496579149187,56
5.703147046281377,6.10721230607261,6.077303996323237,5.630941954592615,5.029599036407609,4.625533751533567,4.655442095074903,5.101804110673098,57
6.958798437298673,6.700672701365236,6.396814365770057,6.225219545815886,6.286406143967224,6.544531884249692,6.848390223880825,7.019985055957731,58
4.560474030786811,4.265375595160775,4.364118748170246,4.7988610095095945,5.314936329085019,5.610034752455079,5.511291636453445,5.076549344834096,59
4.569414419843258,4.452046509903083,4.695611027483672,5.15743121119839,5.566979037587156,5.684346944782581,5.4407824057603715,4.97896223514916,60
5.954537739380632,6.011960802575866,5.9132095304517005,5.716131117796403,5.53617139605023,5.478748332273053,5.577499573207642,5.774578010024736,61
9.296771253194592,9.03457783951072,8.327501795376099,7.589738655048037,7.253460072831,7.51565349470678,8.222729545496158,8.960492658938342,62
6.564979734453079,6.508315303266696,6.805851521335802,7.283295696324569,7.660967519814581,7.717631947738678,7.420095713902475,6.942651534625937,63
6.094665805160499,6.54706119603639,6.954970261192837,7.079445397999964,6.847570773191053,6.395175376902615,5.987266321444086,5.862791178167302,64
5.142010619437723,5.381064189305898,5.064920131906929,4.378771370671278,3.7245545092971435,3.4855009498479754,3.8016450014548493,4.487793773688442,65
3.716970771757194,4.286781931456909,5.086383793066889,5.6473804455794925,5.641147644777511,5.071336477644584,4.271734615127015,3.7107379778251275,66
5.803838623297002,5.830340309506338,5.267174877685984,4.444236998666975,3.8435925177294283,3.817090827369208,4.380256248194546,5.203194133831833,67
4.806891870546251,4.298114035049037,4.033421099855272,4.167866565381965,4.622694117795015,5.131471945546346,5.39616488053244,5.261719406132702,68
4.166665710690227,4.381789027986207,4.227765105349759,3.794819100288077,3.3365648855523418,3.121441570712949,3.27546547294574,3.7084115119391674,69
5.570290866582114,5.528048314481324,5.46618929521409,5.42094999310813,5.418830984088927,5.461073527027263,5.5229325257491,5.568171838753547,70
5.9497437844831795,5.942007267364301,5.935130488290034,5.933141774583802,5.937206097509638,5.944942627508512,5.951819403973538,5.9538081209091,71
3.7276270322438716,3.8014838381058804,3.9873877582992328,4.176438796787159,4.257893424227705,4.184036607975887,3.9981326854354435,3.8090816482098298,72
4.154077072093475,3.296168194087138,2.557326864821256,2.3703562653401358,2.844781295697616,3.7026901721344854,4.441531512849444,4.628502081524981,73
5.118627933645286,5.573887477125226,5.793215275728262,5.648132137359513,5.223625753328501,4.768366219237288,4.54903839359484,4.694121562161661,74
6.506302656221331,6.476272879523117,5.8799606039585015,5.066677402005845,4.512833611544719,4.542863392505269,5.13917568964887,5.952458862057705,75
6.120597355875104,5.776796212149651,5.397586752838246,5.205104762642496,5.312103562893484,5.655904702886317,6.035114146537836,6.227596162495746,76
6.407520685559564,6.222868039871495,6.070532352321756,6.03974980400498,6.148552399055584,6.333205045902461,6.485540721027807,6.516323264745675,77
5.054880349739189,5.744209829531204,5.9952354456881825,5.660909799477472,4.937076314085146,4.247746831944414,3.9967212168666935,4.331046865275703,78
3.5479541764758133,4.065021616928214,4.7207921181918255,5.131124226513086,5.055650946333257,4.538583509304486,3.8828130105971623,3.4724809047596903,79
5.727492293055619,5.700432926019383,5.822754758620205,6.022803276757586,6.183392825048801,6.210452181881955,6.088130382785125,5.88808183422944,80
3.9716542468973586,4.497202613530824,5.270611738670008,5.8388289854167805,5.869000436668334,5.343452051131991,4.5700429561998686,4.001825693591945,81
3.2462572542565105,2.9111700364220616,2.875801828094727,3.1608708578719793,3.5993875397687027,3.934474773381153,3.969842979911726,3.684773939451872,82
4.263277242128048,4.680176837913835,5.064335364119303,5.190717950085094,4.985291419254471,4.568391823357681,4.184233307678992,4.057850698278535,83
5.090377055077094,4.526414409166821,3.9169778781605307,3.619067088228296,3.8071941646028225,4.371156808607166,4.980593354207656,5.278504134262084,84
3.1276625668753635,3.1704913143673603,2.903455065471925,2.482980015302984,2.155374751627769,2.112546015258024,2.3795822846322903,2.8000573184066737,85
3.2675505695308438,3.1652956698631463,3.319668525036957,3.640239619941263,3.9392227575710774,4.04147766695261,3.887104803801971,3.566533707837394,86
4.554420460173803,4.859645869661272,5.0907502000494524,5.1123556113766435,4.911805994653986,4.6065805790933,4.375476275191317,4.353870853139785,87
5.511205393794062,5.764975830714151,5.937352792035116,5.927360177407593,5.740851539587799,5.4870810969180335,5.314704137225546,5.32469675121745,88
4.5960117861723555,4.492092986460731,4.551081961082965,4.738423781678553,4.944376135239477,5.048294926799515,4.989305957484603,4.801964144002859,89
4.2105301977028144,4.495495970459906,5.0077784942187895,5.447289631812988,5.556569725709988,5.271603967004538,4.759321425972736,4.3198102944074375,90
4.990938794650743,5.414489948746107,5.690303056039503,5.656810456479888,5.333631729233447,4.910080580026484,4.634267509802595,4.667760070944386,91
3.5858418507965633,4.0719354557242475,4.276457814305459,4.07960249413091,3.5966846850788534,3.110591082401404,2.9060687297963783,3.10292404007683,92
5.387316557318541,4.979058963613823,4.783277463247651,4.91465818493032,5.296240090734303,5.704497681090171,5.900279199566286,5.768898458412739,93
5.325654434615589,5.138040879933503,5.251270712523623,5.5990154496599125,5.977570946595633,6.16518451663966,6.05195465700509,5.704209928606843,94
6.008893464149045,6.179922878311608,6.305948580780011,6.313146430433319,6.197300031636197,6.026270620201439,5.9002449194363,5.89304707687915,95
4.404494294224178,4.343934452166185,4.804252266316837,5.515799831420096,6.061762201667567,6.12232204630101,5.662004231845725,4.950456666932357,96
6.004681138465288,5.819320555086992,5.07104246783109,4.1981779845525695,3.712039335195855,3.8973999021921086,4.645678006272628,5.518542464756121,97
3.0718269604759665,3.072944842839483,3.3186905767609733,3.665109649585218,3.9092744660145025,3.9081565973672467,3.6624108644275135,3.3159917819295983,98
6.41306228829732,6.8551701383625,7.360295924429328,7.632543825149919,7.512434715643879,7.070326855479706,6.565201067194256,6.2929531681120965,99
6.010575025604393,5.817951566304912,5.582422015290224,5.441956391699604,5.478837552931407,5.6714610083615025,5.906990559084772,6.047456182070541,100
